PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Emabarked
335,0,1,"Smith, Mr. John",male,0.5,0,0,SOTON740617,53.43,nan,Q
336,0,1,"Williams, Mr. Edward",male,,0,0,SC753425,4.61,nan,S
337,0,3,"Davis, Mr. Robert",male,47.8,1,0,PC886691,13.18,nan,S
338,1,3,"Moore, Mrs. Alice",female,,1,0,CA436456,14.58,nan,S
339,0,3,"Anderson, Mr. George",male,14.1,0,0,A/215521,7.33,F142,S
340,1,1,"Taylor, Miss Anna",female,,0,0,SOTON249422,156.4,nan,S
341,0,3,"Anderson, Mr. William",male,29.9,1,0,486741,0.0,nan,S
342,0,3,"Davis, Mr. Charles",male,38.4,0,0,CA180508,5.35,nan,C
343,0,1,"Wilson, Mr. William",male,,1,0,946615,104.89,nan,S
344,1,2,"Williams, Miss Bertha",female,19.7,0,3,SC485245,23.84,nan,S
345,0,2,"Williams, Mr. James",male,,1,0,CA983543,16.9,nan,S
346,0,3,"Davis, Miss Bertha",female,36.4,0,0,SOTON270275,18.13,nan,S
347,0,3,"Johnson, Mr. Joseph",male,50.4,0,2,952031,18.73,nan,S
348,1,1,"Wilson, Mrs. Ida",female,39.9,2,0,163008,96.32,nan,S
349,0,2,"Johnson, Mr. William",male,,0,0,CA54441,21.78,nan,S
350,0,3,"Harris, Miss Clara",female,,0,1,SC764344,25.4,C52,S
351,0,3,"Williams, Miss Anna",female,,0,1,A/726267,0.57,nan,S
352,1,3,"Williams, Miss Minnie",female,,0,0,SOTON658025,3.94,nan,S
353,0,3,"Jones, Miss Bertha",female,17.9,0,0,PC207802,26.1,nan,S
354,1,1,"Thomas, Miss Margaret",female,,0,0,SOTON876784,184.83,B27,S
355,0,1,"Wilson, Mr. Joseph",male,,0,2,A/602037,213.77,nan,Q
356,0,3,"Johnson, Mr. James",male,,0,0,CA875580,0.0,nan,S
357,0,1,"Johnson, Mr. Edward",male,23.3,1,0,SOTON973091,129.82,nan,S
358,1,3,"Moore, Mrs. Emma",female,34.2,0,1,A/238012,0.21,nan,S
359,0,3,"Miller, Mr. Robert",male,,0,0,8344,8.45,C6,S
360,1,3,"Williams, Miss Mary",female,,0,0,CA333432,13.36,nan,S
361,0,2,"Brown, Mr. Joseph",male,,0,0,A/108879,22.29,nan,S
362,0,3,"White, Mr. John",male,53.8,0,0,SOTON964301,9.81,nan,Q
363,0,3,"Moore, Dr. Edward",male,,0,1,SOTON552896,24.8,nan,Q
364,1,3,"Davis, Mrs. Margaret",female,32.7,0,0,875966,28.72,B138,C
365,0,3,"Jackson, Mr. John",male,43.2,0,1,CA442850,28.78,nan,S
366,0,2,"White, Mr. Edward",male,15.5,0,0,CA507930,5.51,nan,S
367,0,3,"Harris, Dr. Joseph",male,,0,0,CA610342,0.0,nan,S
368,0,3,"Moore, Mr. Henry",male,55.3,0,3,PC694948,18.07,nan,Q
369,0,1,"Harris, Mr. Edward",male,,0,0,808810,48.14,nan,S
370,0,1,"Brown, Mr. Robert",male,18.1,0,0,PC356675,126.38,F53,S
371,1,1,"Williams, Mrs. Bertha",female,,0,0,SOTON651777,84.25,B42,S
372,0,1,"Williams, Rev. Robert",male,,1,1,SOTON675567,179.94,nan,S
373,1,1,"Anderson, Rev. Thomas",male,19.0,0,0,SC947058,160.65,nan,Q
374,0,3,"Davis, Mr. George",male,24.8,0,0,CA521674,24.95,nan,S
375,1,1,"Wilson, Mr. Edward",male,,0,0,A/194654,129.81,nan,S
376,0,2,"Davis, Mr. Thomas",male,30.2,0,0,PC123475,5.66,nan,S
377,0,3,"Jones, Mr. Henry",male,42.6,0,1,224378,7.51,nan,C
378,0,1,"Miller, Mr. Charles",male,17.3,0,0,SC58782,27.2,nan,S
379,0,3,"Smith, Mr. Edward",male,51.3,1,0,SC586887,4.12,nan,C
380,1,2,"Miller, Mrs. Bertha",female,37.2,0,0,205635,0.0,nan,S
381,1,1,"Brown, Mrs. Clara",female,,2,0,SOTON896377,26.3,nan,C
382,1,3,"White, Mrs. Minnie",female,,0,2,CA223047,32.62,G136,C
383,0,3,"Johnson, Rev. John",male,,0,0,CA877683,31.5,nan,S
384,0,3,"Anderson, Mr. Robert",male,,0,3,A/95535,3.28,nan,S
385,0,3,"Miller, Mr. Robert",male,42.5,0,0,PC501269,14.62,nan,S
386,0,3,"Williams, Mr. Edward",male,,0,0,785077,5.51,nan,S
387,1,2,"Johnson, Mrs. Bertha",female,,0,2,CA927216,0.0,nan,C
388,0,1,"Taylor, Mr. Thomas",male,13.5,0,0,SC761427,159.63,nan,S
389,0,3,"Wilson, Mr. William",male,,2,0,SC268361,21.93,F147,S
390,0,3,"Smith, Mr. William",male,38.4,1,3,A/872494,16.65,nan,S
391,1,3,"Taylor, Miss Mary",female,,0,0,CA181112,45.29,nan,S
392,0,2,"White, Mr. Charles",male,,0,0,CA997570,8.02,nan,C
393,0,2,"Thomas, Mr. George",male,,0,0,A/854467,12.65,C29,S
394,0,3,"Davis, Rev. Robert",male,,0,0,SOTON403885,8.68,B140,Q
395,0,2,"Johnson, Mr. Henry",male,,0,0,A/515591,13.89,F30,Q
396,0,3,"Thomas, Mr. Thomas",male,,0,0,878714,0.0,nan,S
397,0,3,"Harris, Mr. Charles",male,,0,0,PC527327,1.99,A47,S
398,0,2,"Anderson, Mr. James",male,,0,1,CA191091,2.04,nan,C
399,0,3,"Johnson, Mr. Robert",male,,3,0,PC988990,2.5,nan,S
400,0,3,"Miller, Mr. Charles",male,,1,0,CA275879,18.7,B124,S
401,1,1,"Davis, Mr. Thomas",male,,2,0,SOTON912254,10.72,E126,S
402,0,3,"Miller, Mr. Henry",male,15.9,0,0,633230,11.03,nan,S
403,1,3,"Jackson, Miss Elizabeth",female,,0,0,PC344063,22.84,nan,C
404,0,3,"Smith, Mrs. Elizabeth",female,,0,1,SC660254,4.57,nan,S
405,0,2,"Jones, Mr. George",male,,0,0,SC367675,35.96,nan,S
406,0,3,"Jackson, Mr. James",male,,0,1,PC54214,17.02,nan,Q
407,0,2,"Brown, Mr. William",male,26.3,0,2,CA589150,0.0,G51,C
408,0,1,"Jackson, Mr. Joseph",male,39.5,0,0,CA785256,0.0,nan,S
409,1,3,"White, Miss Emma",female,,0,0,SC412800,16.81,G58,C
410,0,1,"Smith, Mr. James",male,,0,0,SC900516,0.0,A125,S
411,1,2,"Johnson, Miss Mary",female,,0,0,954453,10.93,nan,C
412,0,3,"Wilson, Mr. Robert",male,34.7,0,1,CA622618,14.74,G120,S
413,0,3,"Williams, Mr. John",male,34.4,0,2,PC866020,22.02,nan,S
414,1,3,"Wilson, Miss Alice",female,,0,0,PC177339,10.85,nan,C
415,1,3,"Moore, Dr. Emma",female,,0,0,SOTON344802,16.27,nan,S
416,1,2,"Thomas, Miss Clara",female,,2,2,A/500668,24.68,nan,Q
417,1,2,"Brown, Mrs. Mary",female,38.6,0,2,898774,8.16,A112,S
418,0,2,"Miller, Mr. John",male,,1,0,A/539093,36.52,G54,Q
419,1,3,"Anderson, Miss Minnie",female,26.6,0,0,55716,36.49,nan,Q
420,0,3,"Taylor, Mr. Charles",male,,0,0,CA300519,16.1,nan,S
421,1,3,"Brown, Miss Clara",female,,0,2,373559,31.16,nan,C
422,0,3,"Jackson, Mr. Robert",male,,0,0,SC531122,6.08,E112,S
423,1,1,"Williams, Miss Mary",female,,0,0,PC654090,99.02,nan,Q
424,0,3,"Anderson, Mr. James",male,,1,0,SOTON678122,13.37,nan,S
425,1,1,"Jackson, Mr. James",male,11.6,0,0,CA369052,0.0,nan,C
426,0,3,"Jackson, Mr. James",male,38.7,0,0,893467,0.15,nan,nan
427,1,2,"White, Miss Emma",female,,0,5,SC684700,0.49,nan,S
428,0,3,"Jones, Mr. Henry",male,35.4,2,0,389910,22.04,B112,S
429,0,2,"Johnson, Mr. Joseph",male,,0,0,A/606632,41.74,nan,S
430,0,1,"Moore, Mr. Joseph",male,,0,0,SOTON986301,80.18,A89,C
431,0,1,"Taylor, Mr. Edward",male,44.3,0,0,CA523801,,nan,nan
432,0,3,"Johnson, Miss Bertha",female,33.5,1,0,PC764720,11.19,nan,S
433,0,3,"Johnson, Mr. James",male,,4,0,A/707817,26.22,nan,S
434,1,1,"Johnson, Miss Mary",female,,0,0,SOTON584439,17.85,nan,S
435,1,1,"Jones, Dr. Thomas",male,,1,0,195080,50.95,nan,S
436,0,3,"Harris, Mr. Robert",male,,1,0,PC57632,10.08,nan,C
437,1,1,"Davis, Mrs. Emma",female,,0,0,900891,0.0,nan,Q
438,1,3,"Wilson, Miss Ida",female,,0,2,CA609527,8.37,nan,S
439,0,3,"Davis, Mr. James",male,,0,2,SOTON807397,23.74,E56,S
440,0,1,"Brown, Mr. William",male,,3,0,SOTON639466,0.0,nan,S
441,1,1,"Jackson, Miss Margaret",female,,0,0,352230,165.78,nan,S
442,0,3,"Williams, Mr. Edward",male,,1,2,PC935609,20.56,nan,S
443,1,2,"Taylor, Miss Elizabeth",female,,0,0,A/886890,34.19,nan,C
444,1,2,"Moore, Miss Mary",female,38.8,1,1,916116,19.09,nan,S
445,1,3,"Moore, Miss Anna",female,,0,2,PC425817,22.79,nan,C
446,0,3,"Moore, Mr. Robert",male,21.7,0,0,CA360225,6.32,nan,S
447,0,3,"Jones, Mrs. Emma",female,,1,0,412832,10.8,nan,S
448,0,3,"Davis, Mr. Edward",male,,1,2,567713,28.39,nan,S
449,0,2,"Davis, Mr. Charles",male,22.9,1,0,SOTON430067,14.96,nan,S
450,0,1,"Davis, Mr. Charles",male,15.2,0,0,PC483977,44.08,B66,S
451,0,3,"Miller, Mr. Henry",male,50.7,1,0,782527,9.9,nan,C
452,1,3,"Anderson, Miss Margaret",female,57.5,0,0,SC268535,26.54,nan,S
453,1,2,"Williams, Miss Alice",female,,0,0,SC194540,8.28,D81,C
454,1,3,"Wilson, Mrs. Minnie",female,44.2,0,0,SOTON293381,3.02,nan,S
455,1,1,"Thomas, Mr. John",male,,0,5,SC256665,79.48,nan,S
456,0,3,"Jackson, Mr. Edward",male,,0,0,CA337644,31.4,nan,S
457,0,1,"Johnson, Mr. Edward",male,,5,0,A/375924,69.5,nan,S
458,1,3,"Thomas, Miss Margaret",female,,0,0,A/290112,11.61,C96,S
459,0,1,"Smith, Mr. George",male,,0,0,CA172277,261.61,nan,S
460,1,1,"Johnson, Miss Minnie",female,,0,0,SOTON961045,0.0,nan,S
461,0,1,"Davis, Mr. Edward",male,,0,3,CA747577,3.51,nan,S
462,0,3,"Taylor, Mr. George",male,,0,1,366651,0.0,D68,S
463,1,3,"Jones, Mrs. Minnie",female,,2,0,CA16430,17.86,nan,S
464,0,3,"Davis, Mr. Charles",male,,1,0,SOTON665393,0.0,nan,S
465,1,3,"Smith, Miss Minnie",female,34.8,1,0,PC180594,3.79,F119,Q
466,1,2,"Jackson, Mrs. Mary",female,,4,0,CA385090,28.37,nan,S
467,0,2,"Harris, Mr. Charles",male,42.0,0,0,SC318278,21.07,nan,C
468,0,3,"Davis, Mr. Henry",male,35.8,0,0,CA299232,,nan,S
469,1,1,"Moore, Mr. William",male,,0,4,SOTON724624,139.83,nan,S
470,1,3,"White, Miss Anna",female,30.6,0,0,A/133667,0.0,nan,S
471,0,1,"Taylor, Mr. Edward",male,,0,0,PC491320,254.44,nan,Q
472,0,3,"Smith, Mr. William",male,0.5,0,1,PC892581,7.02,nan,S
473,0,1,"Miller, Mr. Henry",male,25.8,0,0,SOTON646912,210.66,nan,C
474,1,3,"Williams, Mrs. Mary",female,,0,0,PC848122,33.17,nan,S
475,0,3,"White, Mr. John",male,13.9,0,0,PC603126,3.45,nan,S
476,1,3,"Harris, Miss Margaret",female,,0,0,PC109484,19.13,nan,S
477,1,1,"Taylor, Miss Minnie",female,27.1,0,1,SOTON183636,70.71,C141,S
478,0,3,"Williams, Mr. James",male,54.6,0,0,324498,6.43,nan,S
479,0,3,"Miller, Mr. Edward",male,,0,1,SC453517,0.0,E34,S
480,1,3,"Moore, Dr. Mary",female,23.5,1,0,CA228827,12.86,nan,S
481,0,3,"White, Rev. James",male,27.9,0,0,PC178284,11.1,nan,Q
482,1,3,"Miller, Dr. Minnie",female,,0,1,SC714136,8.21,nan,S
483,0,3,"Wilson, Mr. Edward",male,23.7,1,0,PC727746,17.87,E76,C
484,0,3,"Williams, Mr. Robert",male,,0,0,SC819148,4.74,C137,S
485,0,3,"Miller, Miss Minnie",female,19.4,0,0,CA914758,0.33,nan,S
486,0,3,"Jones, Mr. William",male,14.2,1,0,122921,14.2,B39,Q
487,0,1,"Harris, Mr. John",male,,0,0,SC618769,110.65,nan,C
488,0,2,"Brown, Mr. Joseph",male,,1,0,SC922523,26.41,nan,C
489,0,3,"Johnson, Mr. James",male,,1,0,A/47873,23.21,G15,S
490,0,3,"Johnson, Mr. George",male,,0,0,SC655529,0.0,D132,S
491,0,3,"Johnson, Mr. George",male,,0,2,978074,6.64,D119,S
492,1,3,"White, Miss Elizabeth",female,33.5,0,0,SOTON357816,10.16,nan,S
493,0,2,"Wilson, Mr. George",male,41.5,0,1,PC793553,0.57,nan,S
494,1,1,"Anderson, Miss Emma",female,29.5,0,0,SC83445,50.94,nan,C
495,0,3,"Brown, Mr. George",male,,0,0,A/50987,33.58,nan,C
496,1,2,"Davis, Dr. Clara",female,,0,1,SOTON915647,10.68,D26,S
497,0,3,"Smith, Mr. John",male,,0,0,SOTON556976,39.85,nan,S
498,1,1,"Williams, Miss Mary",female,,0,0,A/109406,0.0,nan,C
499,0,3,"Anderson, Mr. Robert",male,19.5,0,0,PC660409,14.01,nan,S
500,0,3,"Smith, Mr. James",male,27.5,0,0,SOTON781882,18.24,nan,S
501,0,3,"Taylor, Mr. Edward",male,,1,0,SOTON755056,40.83,nan,S
502,0,3,"Moore, Mr. Robert",male,,0,0,PC307688,2.07,nan,S
503,0,2,"Davis, Mr. John",male,,0,1,SOTON687066,46.7,B59,Q
504,0,3,"Williams, Mr. Charles",male,26.4,2,0,A/428209,4.7,nan,S
505,1,3,"Thomas, Miss Emma",female,,0,2,SOTON151161,13.35,C117,S
506,1,1,"Anderson, Rev. John",male,29.1,0,2,797425,66.87,nan,S
507,0,3,"Davis, Mr. Joseph",male,,0,0,CA512889,13.25,nan,C
508,0,3,"Taylor, Mr. Henry",male,,0,0,PC339141,31.63,nan,C
509,0,3,"Anderson, Miss Clara",female,20.9,0,2,CA7242,14.67,F138,S
510,0,3,"Jones, Mr. James",male,,0,2,CA637904,9.78,nan,S
511,0,3,"Jones, Mr. Henry",male,,0,0,SC516214,6.2,nan,S
512,0,2,"Jones, Mr. Charles",male,,1,0,610668,24.39,nan,S
513,1,3,"Harris, Mrs. Clara",female,,0,0,SC502109,3.92,nan,S
514,1,3,"Davis, Mrs. Bertha",female,,0,0,SOTON884654,33.31,C114,S
515,1,1,"Moore, Mr. William",male,,1,0,A/781248,6.5,F73,S
516,1,1,"Williams, Miss Elizabeth",female,23.6,0,0,714839,94.6,nan,S
517,1,2,"Miller, Mrs. Bertha",female,32.5,1,0,SC747256,0.0,nan,S
518,0,3,"Harris, Mr. Henry",male,,0,0,PC104467,24.34,E27,C
519,1,3,"Anderson, Miss Clara",female,22.2,1,0,SC342977,25.04,nan,S
520,0,1,"Brown, Mr. William",male,,0,0,PC875756,265.32,nan,S
521,0,3,"Brown, Mr. William",male,17.0,1,0,PC552299,7.21,nan,Q
522,0,2,"Moore, Mr. Thomas",male,29.6,2,0,SOTON94593,23.12,nan,S
523,0,3,"Jackson, Mr. Thomas",male,,0,0,SOTON150519,17.5,nan,S
524,0,3,"Moore, Mr. George",male,38.0,0,0,SC87677,20.33,D77,S
525,1,3,"Smith, Miss Alice",female,,0,0,SOTON994381,0.0,nan,S
526,0,3,"Brown, Mr. William",male,,0,3,CA468894,7.99,nan,C
527,0,2,"Wilson, Mr. Thomas",male,,0,0,A/327727,25.11,G139,S
528,0,2,"Smith, Mr. Charles",male,,0,0,PC82468,40.68,nan,C
529,1,1,"Miller, Mrs. Anna",female,67.7,0,0,CA799449,75.02,nan,S
530,0,3,"Smith, Mr. William",male,34.9,0,3,CA38880,4.93,nan,S
531,0,3,"White, Dr. Edward",male,15.9,0,0,SOTON107360,9.69,nan,S
532,0,3,"Harris, Mr. Edward",male,28.7,0,0,PC720968,0.0,E111,S
533,0,3,"Smith, Mr. Joseph",male,,0,0,SOTON258034,15.06,nan,S
534,1,3,"Smith, Miss Anna",female,,0,0,SC48266,12.51,nan,S
535,1,3,"Taylor, Miss Emma",female,,0,0,A/190287,4.98,nan,S
536,0,3,"Taylor, Mr. Charles",male,,0,0,A/585944,10.92,nan,S
537,0,3,"Moore, Mrs. Alice",female,,0,0,PC77844,,E103,C
538,0,2,"Johnson, Mr. Charles",male,,0,0,CA362040,31.23,nan,S
539,1,3,"Davis, Mrs. Emma",female,,0,0,A/590804,0.0,nan,Q
540,0,1,"Thomas, Mr. John",male,54.3,1,0,986701,99.73,nan,S
541,0,3,"Jones, Mr. William",male,,0,1,501314,6.03,nan,S
542,0,3,"Taylor, Mr. George",male,55.7,0,0,CA936727,11.94,nan,C
543,1,1,"Brown, Miss Elizabeth",female,41.4,0,1,CA855399,0.25,nan,S
544,0,3,"Taylor, Mr. Edward",male,,1,0,SC202961,51.82,nan,S
545,0,3,"Jackson, Mr. John",male,,2,0,527025,0.0,nan,S
546,0,2,"Taylor, Rev. Edward",male,,0,0,SC950980,7.75,A63,S
547,1,1,"Jones, Mrs. Margaret",female,3.0,0,2,144398,80.89,nan,S
548,0,3,"Taylor, Mr. Charles",male,26.1,1,0,A/276055,7.07,nan,Q
549,1,3,"Harris, Mrs. Minnie",female,,0,0,PC810067,5.08,G110,S
550,1,3,"Thomas, Mrs. Elizabeth",female,29.3,0,0,SOTON923717,0.62,nan,C
551,0,3,"Thomas, Mr. Robert",male,,0,0,SOTON326689,12.55,A7,S
552,1,3,"Taylor, Mrs. Elizabeth",female,,0,0,SC241655,0.0,A4,S
553,0,3,"Thomas, Mr. Charles",male,53.9,2,0,SC220973,23.41,nan,S
554,1,3,"Jones, Miss Margaret",female,,5,0,SC836551,13.61,nan,C
555,0,3,"Taylor, Mr. Joseph",male,29.1,1,0,PC849036,17.65,nan,C
556,1,2,"Anderson, Mrs. Clara",female,43.3,0,0,SC601790,22.59,nan,S
557,1,1,"Anderson, Miss Margaret",female,24.9,1,0,CA171386,63.91,nan,S
558,1,1,"Johnson, Mrs. Elizabeth",female,,0,0,SOTON858473,78.57,nan,S
559,1,3,"Smith, Miss Margaret",female,17.1,0,0,CA71793,0.2,nan,S
560,0,3,"White, Mr. James",male,,1,0,SOTON268053,9.06,nan,S
561,0,3,"Johnson, Mr. George",male,26.2,0,0,CA15866,3.54,nan,C
562,1,1,"Brown, Miss Minnie",female,,0,3,877836,82.89,G44,S
563,0,1,"Wilson, Rev. Edward",male,25.8,0,2,A/245734,95.67,nan,C
564,0,1,"Williams, Dr. William",male,,1,1,291604,91.63,nan,S
565,1,2,"Moore, Mrs. Alice",female,52.8,0,0,SC200841,25.19,nan,S
566,0,3,"Davis, Mrs. Alice",female,,0,0,CA781331,25.8,G98,S
567,1,2,"Thomas, Miss Bertha",female,27.8,0,0,PC530490,16.42,C41,S
568,0,2,"Brown, Mr. George",male,,1,0,SOTON261731,,nan,C
569,1,3,"White, Miss Minnie",female,,1,0,A/721687,1.03,D80,S
570,0,2,"Jones, Rev. Henry",male,50.7,0,1,949742,33.93,nan,S
571,1,3,"Smith, Mrs. Mary",female,,0,1,A/655676,,B100,S
572,0,3,"Davis, Mr. Joseph",male,,0,1,PC84583,12.65,nan,S
573,1,2,"Taylor, Miss Anna",female,,3,0,710649,12.37,nan,S
574,1,3,"Johnson, Mrs. Emma",female,21.8,0,0,PC585352,6.06,nan,C
575,0,3,"Miller, Mr. Charles",male,,2,0,CA475392,17.76,nan,S
576,1,3,"Miller, Mrs. Minnie",female,21.5,0,0,869773,5.11,E25,C
577,0,1,"Brown, Mr. Robert",male,22.5,1,0,705259,164.64,nan,S
578,1,3,"Brown, Miss Clara",female,22.3,1,0,SOTON482981,0.0,D42,S
579,1,3,"Williams, Miss Margaret",female,,1,0,CA34033,13.23,nan,Q
580,0,2,"Jackson, Mr. Robert",male,14.5,2,0,A/2378,31.21,nan,S
581,1,3,"Wilson, Mrs. Margaret",female,33.1,0,0,699134,12.26,nan,C
582,1,3,"Brown, Dr. Minnie",female,47.1,0,1,PC644392,1.18,nan,S
583,0,3,"Jackson, Mr. William",male,22.8,0,0,CA136886,4.39,E50,S
584,0,2,"Thomas, Mr. Edward",male,,1,1,PC714695,32.4,nan,C
585,1,3,"Taylor, Miss Margaret",female,,0,0,SC286907,15.72,nan,C
586,1,2,"Smith, Mrs. Anna",female,,0,0,PC475040,48.63,nan,S
587,1,1,"Moore, Mrs. Ida",female,,0,0,A/181940,124.41,nan,S
588,1,1,"Anderson, Miss Bertha",female,22.6,0,0,PC670587,42.72,B107,S
589,0,1,"Moore, Mr. William",male,36.8,0,3,PC897681,16.2,nan,C
590,1,1,"Harris, Mrs. Elizabeth",female,,0,0,SC174808,83.15,G129,S
591,1,1,"Taylor, Mr. George",male,39.5,1,0,SC403867,94.71,nan,C
592,0,3,"Williams, Mr. Henry",male,,0,0,SOTON342140,0.0,nan,S
593,0,1,"Taylor, Mr. Edward",male,,0,2,828266,69.64,E145,S
594,0,2,"Moore, Mr. Joseph",male,,0,0,CA166189,37.9,nan,S
595,0,3,"Davis, Dr. Charles",male,17.6,0,0,A/209130,27.3,nan,S
596,0,3,"Jones, Mr. Joseph",male,37.5,1,0,CA916360,23.56,nan,Q
597,1,3,"White, Miss Bertha",female,,1,0,A/619028,0.0,nan,S
598,0,1,"Harris, Mr. Joseph",male,21.1,0,0,SC9689,85.25,E60,Q
599,0,1,"Miller, Mr. Henry",male,,1,0,CA211670,145.98,nan,S
600,1,1,"Wilson, Mr. John",male,,1,0,SOTON673051,159.94,B85,C
601,1,1,"Taylor, Mr. James",male,,1,1,SOTON533070,44.72,nan,C
602,0,2,"Anderson, Mr. Thomas",male,29.6,0,0,PC668900,54.35,nan,S
603,0,1,"Johnson, Mr. Joseph",male,17.3,2,0,SOTON748916,24.24,nan,S
604,1,1,"Thomas, Mr. Henry",male,16.9,0,0,CA844087,0.0,nan,S
605,1,1,"Brown, Miss Mary",female,20.7,0,0,PC588465,108.17,B7,C
606,0,3,"Johnson, Mr. Robert",male,34.1,0,0,SC804309,5.65,nan,nan
607,0,1,"Jackson, Mr. John",male,,0,0,117435,51.66,nan,S
608,0,2,"Moore, Mr. George",male,0.5,0,0,47233,22.34,C27,C
609,1,3,"Miller, Mrs. Emma",female,0.5,0,0,900898,14.04,C75,S
610,0,3,"Miller, Mr. George",male,21.5,0,0,PC623260,32.87,nan,S
611,0,1,"Miller, Mr. Robert",male,36.4,1,0,SOTON915617,0.0,D40,C
612,0,3,"Smith, Mr. William",male,0.5,1,0,PC124811,14.07,nan,S
613,0,3,"Wilson, Mr. Henry",male,23.0,0,0,CA60269,25.28,nan,C
614,0,1,"Moore, Mr. William",male,22.6,1,0,SC452614,85.22,nan,nan
615,0,3,"Thomas, Mr. William",male,,1,2,A/849327,18.49,nan,S
616,0,3,"Anderson, Mr. James",male,,1,1,A/622671,9.24,nan,S
617,0,1,"Wilson, Rev. Robert",male,,0,0,298428,68.35,nan,S
618,0,2,"Davis, Dr. George",male,,1,0,PC863124,42.2,nan,C
619,1,3,"White, Miss Elizabeth",female,,2,1,230297,6.64,nan,S
620,1,3,"Moore, Mrs. Minnie",female,,1,1,PC246954,12.15,A23,S
621,1,1,"Taylor, Miss Alice",female,,0,1,469089,55.22,F67,S
622,1,1,"Moore, Mrs. Margaret",female,,0,0,751707,100.68,nan,S
623,0,2,"Johnson, Mr. Thomas",male,,0,0,SOTON175115,,nan,C
624,0,3,"Wilson, Mr. Henry",male,0.8,0,1,A/620140,12.43,nan,S
625,0,3,"Harris, Mr. James",male,,0,0,PC197062,34.03,nan,S
626,0,2,"Harris, Mr. Thomas",male,,0,0,A/607151,35.88,nan,Q
627,1,3,"Miller, Miss Mary",female,34.0,1,0,CA541993,27.84,nan,S
628,0,3,"Brown, Mr. Thomas",male,29.4,1,0,SOTON863447,13.27,nan,C
629,1,1,"Johnson, Mrs. Mary",female,,0,0,PC340003,0.0,nan,S
630,0,2,"Smith, Mr. William",male,,2,0,CA155161,15.96,nan,S
631,1,3,"Taylor, Miss Elizabeth",female,,0,0,SC362278,30.16,nan,C
632,0,3,"Harris, Mr. John",male,,0,0,SC743886,0.0,nan,S
633,0,3,"Thomas, Mr. George",male,40.5,1,0,SC4877,0.0,nan,S
634,0,3,"Harris, Mr. James",male,,1,0,PC729572,27.4,nan,S
635,1,1,"Jones, Mr. John",male,,2,0,A/756244,58.2,nan,S
636,0,2,"Davis, Mr. John",male,,0,0,SOTON829800,17.88,nan,S
637,0,3,"Jones, Mr. James",male,47.6,1,1,SC386198,0.0,nan,C
638,1,2,"Taylor, Miss Emma",female,,0,0,PC877098,20.94,B12,S
639,0,2,"Jones, Dr. Edward",male,,1,0,CA523126,29.6,D140,S
640,0,2,"Anderson, Mr. James",male,19.8,1,0,PC574709,5.14,nan,C
641,0,1,"Johnson, Mr. Henry",male,40.6,0,1,SC384382,174.47,nan,S
642,1,2,"Taylor, Mrs. Anna",female,,0,0,SOTON18077,23.03,nan,S
643,0,1,"Anderson, Mr. Henry",male,,1,0,445451,3.98,nan,C
644,0,2,"Johnson, Mr. Thomas",male,,0,0,SOTON594791,12.36,nan,C
645,0,1,"Anderson, Mr. Thomas",male,39.4,0,0,SOTON58477,92.36,nan,S
646,0,3,"Harris, Mr. Charles",male,31.4,1,1,PC604035,24.81,nan,S
647,1,3,"Jones, Miss Minnie",female,48.1,0,1,CA293517,6.06,D136,S
648,0,3,"Thomas, Mr. Henry",male,,1,0,580565,9.72,F9,S
649,0,3,"White, Mr. Thomas",male,40.4,0,0,A/580408,21.46,nan,S
650,1,3,"Miller, Mrs. Elizabeth",female,,0,0,PC579523,7.2,nan,C
651,1,1,"White, Rev. Charles",male,29.1,1,0,874286,106.7,nan,Q
652,0,3,"Thomas, Mr. Thomas",male,31.3,0,0,114307,17.39,nan,C
653,0,3,"Wilson, Mr. William",male,33.5,0,0,PC672207,21.64,E139,S
654,1,3,"Wilson, Miss Minnie",female,28.4,1,0,SOTON531863,0.0,nan,C
655,0,2,"Harris, Mr. Robert",male,33.0,0,0,SOTON136915,3.55,nan,S
656,1,1,"Johnson, Mrs. Clara",female,,0,2,SOTON926243,85.05,nan,S
657,0,2,"Johnson, Mr. James",male,,0,0,SC839093,8.65,D2,S
658,0,2,"Miller, Mr. James",male,,1,1,88942,17.31,D80,nan
659,0,3,"Harris, Mr. Robert",male,,1,0,SC898168,30.69,nan,C
660,1,3,"Moore, Mrs. Minnie",female,,1,0,A/73968,27.89,nan,S
661,0,2,"Davis, Mr. John",male,,0,0,81684,9.12,nan,S
662,1,3,"White, Miss Alice",female,,1,0,PC77730,28.88,nan,Q
663,1,3,"Thomas, Miss Mary",female,,0,0,SOTON466377,16.21,E58,S
664,1,1,"Harris, Mr. Henry",male,21.5,1,0,SC786932,158.72,nan,C
665,1,1,"Jackson, Mr. Joseph",male,,0,5,A/470259,224.99,G7,S
666,0,1,"Davis, Mr. Edward",male,,1,0,SOTON412913,,nan,S
667,0,2,"Harris, Mr. Charles",male,,1,0,SOTON192735,22.73,D73,Q
668,1,1,"Miller, Miss Elizabeth",female,,0,2,A/892751,63.96,nan,S
669,1,1,"Taylor, Miss Clara",female,23.5,0,0,489835,108.01,E142,S
670,0,2,"Thomas, Mr. Joseph",male,,1,0,107086,35.23,nan,S
671,0,1,"Brown, Dr. Charles",male,,0,0,892674,0.0,nan,S
